participant_id,choice_type,choice_id,third_alternative,Ax,Ay,Bx,By,Tx,Ty,choice
290,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,A
290,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
290,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
290,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
152,compromise,026,Ca,-64.7,325.0,-39.3,203.0,-90.0,446.0,B
152,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
152,pairwise,016,,26.0,9.0,33.0,5.0,,,A
152,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
152,attraction,011,Da,4.5,77.0,7.2,56.0,3.8,72.0,A
152,similarity,036,Sb,407.0,-2.58,452.0,-2.85,408.0,-2.59,T
251,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
251,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
251,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
251,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,T
251,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
251,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,B
47,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
47,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
47,similarity,025,Sb,1309.0,-1.35,1923.0,-2.5,1321.0,-1.37,B
47,compromise,011,Cb,4.5,77.0,7.2,56.0,9.9,35.0,A
47,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,B
47,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
122,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
122,compromise,016,Cb,26.0,9.0,33.0,5.0,40.0,1.0,B
122,similarity,026,Sa,-64.7,325.0,-39.3,203.0,-39.8,205.0,B
122,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
122,pairwise,011,,4.5,77.0,7.2,56.0,,,B
122,attraction,015,Da,-9.49,356.0,-6.49,259.0,-10.24,332.0,T
314,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
314,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,A
314,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
314,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
314,similarity,036,Sb,407.0,-2.58,452.0,-2.85,408.0,-2.59,A
314,pairwise,011,,4.5,77.0,7.2,56.0,,,A
141,similarity,018,Sa,3.04,-4.97,5.62,-7.83,5.57,-7.77,B
141,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
141,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
141,compromise,036,Ca,407.0,-2.58,452.0,-2.85,363.0,-2.32,B
141,pairwise,016,,26.0,9.0,33.0,5.0,,,B
141,attraction,011,Db,4.5,77.0,7.2,56.0,6.5,51.0,B
83,compromise,021,Cb,-19.93,14.55,-13.49,9.25,-7.05,3.95,A
83,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
83,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
83,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
83,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
83,similarity,015,Sa,-9.49,356.0,-6.49,259.0,-6.55,261.0,T
103,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
103,similarity,018,Sa,3.04,-4.97,5.62,-7.83,5.57,-7.77,T
103,compromise,021,Cb,-19.93,14.55,-13.49,9.25,-7.05,3.95,A
103,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
103,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
103,pairwise,011,,4.5,77.0,7.2,56.0,,,A
97,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,B
97,pairwise,011,,4.5,77.0,7.2,56.0,,,A
97,compromise,025,Ca,1309.0,-1.35,1923.0,-2.5,696.0,-0.21,T
97,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
97,similarity,036,Sb,407.0,-2.58,452.0,-2.85,408.0,-2.59,B
97,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
150,compromise,015,Cb,-9.49,356.0,-6.49,259.0,-3.49,162.0,B
150,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
150,pairwise,016,,26.0,9.0,33.0,5.0,,,A
150,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,B
150,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
150,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
16,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
16,compromise,021,Cb,-19.93,14.55,-13.49,9.25,-7.05,3.95,B
16,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,B
16,similarity,016,Sb,26.0,9.0,33.0,5.0,27.0,8.0,T
16,pairwise,011,,4.5,77.0,7.2,56.0,,,A
16,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
218,compromise,011,Ca,4.5,77.0,7.2,56.0,1.9,97.0,A
218,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
218,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
218,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,T
218,attraction,036,Da,407.0,-2.58,452.0,-2.85,396.0,-2.65,A
218,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
336,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
336,compromise,016,Cb,26.0,9.0,33.0,5.0,40.0,1.0,B
336,attraction,021,Da,-19.93,14.55,-13.49,9.25,-21.54,13.22,T
336,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
336,similarity,026,Sa,-64.7,325.0,-39.3,203.0,-39.8,205.0,T
336,pairwise,011,,4.5,77.0,7.2,56.0,,,A
348,pairwise,011,,4.5,77.0,7.2,56.0,,,A
348,attraction,021,Da,-19.93,14.55,-13.49,9.25,-21.54,13.22,A
348,pairwise,016,,26.0,9.0,33.0,5.0,,,B
348,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,B
348,compromise,026,Cb,-64.7,325.0,-39.3,203.0,-13.9,81.0,B
348,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
12,compromise,015,Ca,-9.49,356.0,-6.49,259.0,-12.48,452.0,B
12,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
12,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
12,pairwise,011,,4.5,77.0,7.2,56.0,,,A
12,similarity,025,Sa,1309.0,-1.35,1923.0,-2.5,1911.0,-2.48,B
12,attraction,016,Db,26.0,9.0,33.0,5.0,31.0,4.0,B
37,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,B
37,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,B
37,pairwise,016,,26.0,9.0,33.0,5.0,,,A
37,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
37,similarity,026,Sa,-64.7,325.0,-39.3,203.0,-39.8,205.0,T
37,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
44,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
44,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
44,attraction,011,Db,4.5,77.0,7.2,56.0,6.5,51.0,B
44,similarity,016,Sb,26.0,9.0,33.0,5.0,27.0,8.0,T
44,compromise,026,Cb,-64.7,325.0,-39.3,203.0,-13.9,81.0,A
44,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
140,similarity,025,Sb,1309.0,-1.35,1923.0,-2.5,1321.0,-1.37,B
140,compromise,011,Cb,4.5,77.0,7.2,56.0,9.9,35.0,A
140,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
140,pairwise,016,,26.0,9.0,33.0,5.0,,,A
140,attraction,015,Da,-9.49,356.0,-6.49,259.0,-10.24,332.0,A
140,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
137,attraction,025,Da,1309.0,-1.35,1923.0,-2.5,1155.0,-1.64,A
137,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,A
137,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
137,pairwise,016,,26.0,9.0,33.0,5.0,,,A
137,similarity,015,Sb,-9.49,356.0,-6.49,259.0,-9.43,354.0,A
137,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
323,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,A
323,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,B
323,similarity,026,Sb,-64.7,325.0,-39.3,203.0,-64.2,323.0,B
323,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
323,pairwise,011,,4.5,77.0,7.2,56.0,,,B
323,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
39,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,B
39,similarity,026,Sa,-64.7,325.0,-39.3,203.0,-39.8,205.0,A
39,compromise,036,Cb,407.0,-2.58,452.0,-2.85,497.0,-3.12,B
39,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
39,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
39,pairwise,011,,4.5,77.0,7.2,56.0,,,A
328,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
328,pairwise,016,,26.0,9.0,33.0,5.0,,,B
328,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
328,similarity,018,Sb,3.04,-4.97,5.62,-7.83,3.09,-5.03,T
328,attraction,011,Db,4.5,77.0,7.2,56.0,6.5,51.0,B
328,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,A
176,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,A
176,pairwise,016,,26.0,9.0,33.0,5.0,,,A
176,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
176,compromise,025,Cb,1309.0,-1.35,1923.0,-2.5,2537.0,-3.65,T
176,similarity,026,Sb,-64.7,325.0,-39.3,203.0,-64.2,323.0,B
176,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
329,attraction,021,Db,-19.93,14.55,-13.49,9.25,-15.1,7.92,A
329,compromise,011,Ca,4.5,77.0,7.2,56.0,1.9,97.0,T
329,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
329,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
329,pairwise,016,,26.0,9.0,33.0,5.0,,,A
329,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,T
224,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,A
224,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,A
224,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
224,compromise,025,Ca,1309.0,-1.35,1923.0,-2.5,696.0,-0.21,A
224,pairwise,016,,26.0,9.0,33.0,5.0,,,A
224,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
157,pairwise,016,,26.0,9.0,33.0,5.0,,,A
157,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
157,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,A
157,similarity,021,Sa,-19.93,14.55,-13.49,9.25,-13.62,9.36,T
157,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
157,compromise,026,Cb,-64.7,325.0,-39.3,203.0,-13.9,81.0,B
61,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
61,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
61,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,B
61,pairwise,011,,4.5,77.0,7.2,56.0,,,B
61,attraction,025,Da,1309.0,-1.35,1923.0,-2.5,1155.0,-1.64,A
61,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,T
125,attraction,011,Db,4.5,77.0,7.2,56.0,6.5,51.0,A
125,pairwise,016,,26.0,9.0,33.0,5.0,,,A
125,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
125,compromise,015,Ca,-9.49,356.0,-6.49,259.0,-12.48,452.0,A
125,similarity,025,Sb,1309.0,-1.35,1923.0,-2.5,1321.0,-1.37,B
125,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
40,pairwise,016,,26.0,9.0,33.0,5.0,,,B
40,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,T
40,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
40,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
40,compromise,015,Cb,-9.49,356.0,-6.49,259.0,-3.49,162.0,A
40,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,A
8,pairwise,016,,26.0,9.0,33.0,5.0,,,A
8,attraction,011,Da,4.5,77.0,7.2,56.0,3.8,72.0,A
8,compromise,026,Ca,-64.7,325.0,-39.3,203.0,-90.0,446.0,A
8,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
8,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
8,similarity,015,Sb,-9.49,356.0,-6.49,259.0,-9.43,354.0,A
